InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_std,InscClaimAmtReimbursed_count,DeductibleAmtPaid_sum,DeductibleAmtPaid_mean,TotalClaims,UniqueBeneficiaries,InpatientClaims,OutpatientClaims,ClaimsPerBeneficiary,InpatientRatio,UniqueAttendingPhysicians,UniqueOperatingPhysicians,UniqueOtherPhysicians,TotalUniquePhysicians,AvgClaimDuration,MaxClaimDuration,AvgHospitalStay,MaxHospitalStay,TotalClaimsWithDates,TotalStaysWithDates,UniqueDiagnoses,UniqueProcedures,AvgMaleRatio,MostCommonRace,AvgRenalDiseaseRate,UniqueStates,UniqueCounties,AvgPartACoverage,AvgPartBCoverage,AvgBeneIPReimbursement,AvgBeneOPReimbursement
28680,268.04,595.17,107,310.0,2.9,107,83,0,107,1.29,0.0,1,1,1,3,1.1495327102803738,20,0.0,0,107,0,207,0,0.398,1,0.205,1,4,12.0,12.0,3515.663,1733.373
2050,292.86,310.31,7,40.0,5.71,7,6,0,7,1.17,0.0,1,1,1,3,5.285714285714286,20,0.0,0,7,0,27,0,0.5,1,0.167,1,1,12.0,12.0,500.0,993.333
1480,148.0,182.26,10,0.0,0.0,10,8,0,10,1.25,0.0,4,2,4,10,0.5,5,0.0,0,10,0,27,0,0.5,1,0.25,1,2,12.0,12.0,6500.0,1030.0
0,0.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,1,1,3,0.0,0,0.0,0,1,0,3,0,0.0,1,0.0,1,1,12.0,12.0,0.0,3960.0
2730,124.09,161.91,22,50.0,2.27,22,19,0,22,1.16,0.0,2,1,1,4,0.9545454545454546,20,0.0,0,22,0,44,0,0.421,1,0.053,1,2,12.0,12.0,1855.789,810.526
5090,462.73,955.38,11,0.0,0.0,11,11,0,11,1.0,0.0,10,2,2,14,1.2727272727272727,13,0.0,0,11,0,26,0,0.273,1,0.364,5,6,12.0,12.0,1738.182,1742.727
1760,110.0,215.99,16,0.0,0.0,16,14,0,16,1.14,0.0,5,1,4,10,1.25,20,0.0,0,16,0,30,0,0.5,1,0.286,1,4,11.143,11.571,2584.286,1246.429
2730,151.67,234.63,18,130.0,7.22,18,9,0,18,2.0,0.0,5,1,2,8,1.6666666666666667,20,0.0,0,18,0,36,0,0.222,1,0.222,1,4,10.667,12.0,4555.556,1660.0
4970,261.58,357.79,19,90.0,4.74,19,16,0,19,1.19,0.0,6,4,3,13,0.1052631578947368,2,0.0,0,19,0,45,0,0.25,1,0.0,1,5,12.0,12.0,6012.5,1961.875
9160,458.0,899.4,20,340.0,17.0,20,18,0,20,1.11,0.0,1,1,0,2,0.4,6,0.0,0,20,0,47,0,0.389,1,0.222,1,1,12.0,12.0,6691.111,1555.556
7770,277.5,353.39,28,0.0,0.0,28,23,0,28,1.22,0.0,16,3,7,26,0.75,20,0.0,0,28,0,70,0,0.217,1,0.261,1,9,12.0,12.0,2426.087,1244.348
181650,1219.13,6677.62,149,12058.0,81.47,149,147,12,137,1.01,0.081,77,31,43,151,2.1073825503355703,26,6.0,26,149,12,314,6,0.361,1,0.224,5,28,11.918,11.959,6155.646,2346.735
43640,969.78,1915.74,45,6568.0,145.96,45,35,6,39,1.29,0.133,15,4,10,29,0.6444444444444445,6,4.166666666666667,6,45,6,104,2,0.429,1,0.114,4,9,12.0,12.0,2250.0,1991.714
46390,351.44,712.57,132,550.0,4.17,132,78,0,132,1.69,0.0,2,2,1,5,1.5454545454545454,20,0.0,0,132,0,255,1,0.372,1,0.192,1,4,11.846,11.846,2968.718,1835.385
610,87.14,140.44,7,0.0,0.0,7,5,0,7,1.4,0.0,2,1,1,4,0.0,0,0.0,0,7,0,18,0,0.4,1,0.2,1,1,12.0,12.0,1000.0,2266.0
86410,1028.69,4096.26,84,5700.0,67.86,84,51,5,79,1.65,0.06,4,6,4,14,0.988095238095238,20,4.4,9,84,5,178,3,0.451,1,0.176,1,6,11.765,12.0,4158.039,1740.588
481100,1694.01,4199.03,284,48810.0,171.87,284,259,45,239,1.1,0.158,118,45,63,226,2.5211267605633805,35,7.4222222222222225,35,284,45,549,26,0.498,1,0.127,13,38,12.0,11.873,5500.154,2046.95
18270,203.0,421.95,90,160.0,1.78,90,87,0,90,1.03,0.0,45,14,28,87,1.522222222222222,20,0.0,0,90,0,161,0,0.414,1,0.184,3,7,12.0,12.0,2504.138,1486.092
64530,935.22,2844.99,69,5380.0,77.97,69,61,5,64,1.13,0.072,5,4,3,12,1.1884057971014492,20,4.6,6,69,5,158,4,0.475,1,0.197,1,6,12.0,11.803,3004.426,1563.607
2270,227.0,421.82,10,0.0,0.0,10,10,0,10,1.0,0.0,9,1,3,13,2.0,20,0.0,0,10,0,27,0,0.5,1,0.1,1,5,12.0,12.0,3164.0,1727.0
33710,468.19,1433.77,72,3264.0,45.33,72,58,3,69,1.24,0.042,10,5,7,22,0.9583333333333334,20,5.333333333333333,7,72,3,165,1,0.466,1,0.155,2,6,11.793,11.793,3109.655,1497.241
7450,1862.5,1939.66,4,2206.0,551.5,4,4,2,2,1.0,0.5,3,1,2,6,1.0,2,2.0,2,4,2,20,1,0.5,1,0.25,1,2,12.0,12.0,6800.0,382.5
172920,6175.71,11485.33,28,13954.0,498.36,28,26,13,15,1.08,0.464,20,8,6,34,3.25,19,6.230769230769231,19,28,13,111,6,0.346,1,0.154,1,10,12.0,12.0,10506.154,2468.462
21740,255.76,541.46,85,300.0,3.53,85,76,0,85,1.12,0.0,40,8,22,70,1.0235294117647058,20,0.0,0,85,0,181,0,0.355,1,0.25,6,17,12.0,11.776,5219.605,2508.026
29000,9666.67,4041.45,3,3204.0,1068.0,3,3,3,0,1.0,1.0,3,2,1,6,4.666666666666667,7,4.666666666666667,7,3,3,24,2,1.0,1,0.0,1,1,12.0,12.0,11386.667,1953.333
1740,248.57,314.29,7,0.0,0.0,7,6,0,7,1.17,0.0,6,0,1,7,0.0,0,0.0,0,7,0,11,0,0.5,1,0.167,1,5,12.0,12.0,4500.0,1353.333
28000,5600.0,3209.36,5,5340.0,1068.0,5,5,5,0,1.0,1.0,3,1,0,4,4.2,7,4.2,7,5,5,34,1,0.4,1,0.2,1,2,12.0,12.0,6720.0,910.0
9050,266.18,692.95,34,1108.0,32.59,34,12,1,33,2.83,0.029,7,2,7,16,1.3823529411764706,20,4.0,4,34,1,78,0,0.5,1,0.25,1,3,12.0,12.0,1088.333,698.333
57000,57000.0,0.0,1,1068.0,1068.0,1,1,1,0,1.0,1.0,1,1,0,2,19.0,19,19.0,19,1,1,9,1,1.0,1,0.0,1,1,12.0,12.0,57000.0,0.0
15140,1009.33,1355.96,15,0.0,0.0,15,5,0,15,3.0,0.0,1,1,1,3,4.466666666666667,20,0.0,0,15,0,35,0,0.4,1,0.2,1,1,12.0,12.0,33664.0,5996.0
284000,8114.29,6759.62,35,37380.0,1068.0,35,34,35,0,1.03,1.0,2,2,0,4,6.571428571428571,35,6.571428571428571,35,35,35,176,16,0.5,1,0.206,1,2,12.0,12.0,17077.059,1544.706
1390,92.67,144.1,15,0.0,0.0,15,15,0,15,1.0,0.0,10,2,2,14,0.3333333333333333,5,0.0,0,15,0,28,0,0.267,1,0.067,2,8,12.0,12.0,4981.333,1392.667
453130,930.45,2349.61,487,50418.0,103.74,487,394,47,440,1.24,0.097,5,5,2,12,2.1047227926078027,29,6.0212765957446805,29,487,47,758,19,0.48,1,0.173,3,7,11.939,11.975,4583.934,2059.797
120,60.0,56.57,2,0.0,0.0,2,2,0,2,1.0,0.0,1,0,1,2,0.0,0,0.0,0,2,0,3,0,0.0,1,0.0,1,1,12.0,12.0,0.0,1295.0
850,53.12,28.22,16,0.0,0.0,16,14,0,16,1.14,0.0,2,1,2,5,0.6875,10,0.0,0,16,0,42,0,0.357,1,0.071,1,1,12.0,12.0,2911.429,1127.857
300,60.0,25.5,5,0.0,0.0,5,2,0,5,2.5,0.0,1,1,1,3,0.0,0,0.0,0,5,0,8,0,1.0,1,0.0,1,2,12.0,12.0,2000.0,520.0
7320,332.73,717.03,22,0.0,0.0,22,10,0,22,2.2,0.0,2,2,1,5,0.0454545454545454,1,0.0,0,22,0,69,0,0.4,1,0.1,1,1,12.0,12.0,7314.0,1481.0
440,146.67,136.14,3,0.0,0.0,3,3,0,3,1.0,0.0,3,0,2,5,0.3333333333333333,1,0.0,0,3,0,11,0,0.667,1,0.0,1,2,12.0,12.0,0.0,953.333
5090,299.41,662.08,17,70.0,4.12,17,11,0,17,1.55,0.0,4,2,3,9,1.2941176470588236,20,0.0,0,17,0,44,0,0.364,1,0.091,1,5,12.0,12.0,4498.182,1990.909
260900,2192.44,6391.27,119,26720.0,226.44,119,87,26,93,1.37,0.218,36,13,22,71,2.680672268907563,35,6.615384615384615,35,119,26,292,15,0.46,1,0.195,6,20,12.0,12.0,5606.322,1930.805
6720,292.17,660.7,23,60.0,2.61,23,23,0,23,1.0,0.0,5,3,4,12,1.1304347826086956,20,0.0,0,23,0,42,0,0.435,1,0.261,1,1,12.0,11.957,5114.783,3440.0
70000,8750.0,3327.38,8,8544.0,1068.0,8,8,8,0,1.0,1.0,2,2,1,5,4.125,13,4.125,13,8,8,56,6,0.25,1,0.25,1,2,12.0,12.0,17850.0,1621.25
9830,338.97,778.46,29,10.0,0.36,29,28,1,28,1.04,0.034,10,5,5,20,1.5862068965517242,20,6.0,6,29,1,76,3,0.464,1,0.214,1,3,11.571,12.0,3221.429,1758.571
12930,253.53,498.91,51,160.0,3.14,51,45,0,51,1.13,0.0,2,2,1,5,1.3529411764705883,20,0.0,0,51,0,106,0,0.511,1,0.156,2,7,11.911,12.0,2558.667,1284.667
32430,690.0,2258.23,47,2226.0,47.36,47,46,2,45,1.02,0.043,10,6,5,21,1.5957446808510638,20,3.5,6,47,2,100,0,0.457,1,0.174,1,4,11.739,11.935,4184.783,2365.0
42650,1777.08,3146.79,24,4392.0,183.0,24,24,4,20,1.0,0.167,14,7,6,27,2.625,20,4.5,10,24,4,75,6,0.292,1,0.333,5,14,12.0,12.0,6666.667,3282.083
19000,3800.0,836.66,5,5340.0,1068.0,5,5,5,0,1.0,1.0,3,2,0,5,5.2,12,5.2,12,5,5,36,2,0.4,1,0.0,2,2,12.0,12.0,3822.0,460.0
110000,8461.54,10308.7,13,12816.0,1068.0,13,12,13,0,1.08,1.0,4,5,1,10,4.0,8,4.0,8,13,13,80,7,0.417,1,0.25,1,5,12.0,12.0,18428.333,1251.667
111740,309.53,623.47,361,1090.0,3.02,361,217,0,361,1.66,0.0,3,3,1,7,1.4764542936288088,20,0.0,0,361,0,542,0,0.392,1,0.129,3,12,11.935,11.945,3486.636,1811.152
125410,1266.77,3525.22,99,10980.0,110.91,99,69,10,89,1.43,0.101,46,15,16,77,1.9090909090909087,20,4.1,15,99,10,222,6,0.478,1,0.174,5,20,11.826,12.0,4296.087,2351.159
27650,297.31,586.88,93,400.0,4.3,93,47,0,93,1.98,0.0,1,1,1,3,1.870967741935484,20,0.0,0,93,0,188,0,0.468,1,0.213,1,5,12.0,11.745,3072.553,2117.66
127000,14111.11,8594.25,9,8544.0,1068.0,9,9,9,0,1.0,1.0,1,1,1,3,3.888888888888889,13,3.888888888888889,13,9,9,69,9,0.667,1,0.222,1,2,12.0,12.0,20605.556,580.0
194350,261.93,523.25,742,2570.0,3.46,742,705,0,742,1.05,0.0,89,48,60,197,1.564690026954178,20,0.0,0,742,0,942,0,0.416,1,0.173,32,82,11.932,11.94,4726.851,2080.482
59160,2817.14,7804.09,21,3224.0,153.52,21,19,3,18,1.11,0.143,13,1,5,19,2.761904761904762,20,5.666666666666667,9,21,3,57,6,0.316,1,0.211,2,7,12.0,12.0,8947.895,1635.789
6810,972.86,1240.22,7,0.0,0.0,7,7,0,7,1.0,0.0,6,1,2,9,5.714285714285714,20,0.0,0,7,0,19,0,0.571,1,0.429,1,5,12.0,12.0,1857.143,7004.286
140000,14000.0,12400.72,10,10680.0,1068.0,10,10,10,0,1.0,1.0,2,2,0,4,6.7,10,6.7,10,10,10,76,10,0.4,1,0.1,1,6,12.0,12.0,28538.0,1661.0
28120,969.66,4432.63,29,1068.0,36.83,29,29,1,28,1.0,0.034,23,3,6,32,1.3793103448275863,20,6.0,6,29,1,65,1,0.379,1,0.172,2,7,12.0,12.0,6327.241,2304.138
29760,327.03,650.13,91,290.0,3.19,91,74,0,91,1.23,0.0,40,15,20,75,1.5384615384615383,20,0.0,0,91,0,196,0,0.405,1,0.203,6,12,12.0,11.797,4149.324,2283.784
1397600,5727.87,8200.14,244,147754.0,626.08,244,216,146,98,1.13,0.598,44,18,26,88,3.987704918032787,29,5.328767123287672,29,244,146,599,67,0.431,1,0.231,8,19,12.0,11.981,11413.565,1921.574
15780,384.88,843.47,41,70.0,1.71,41,38,0,41,1.08,0.0,1,1,2,4,1.0731707317073171,20,0.0,0,41,0,87,0,0.421,1,0.132,1,3,12.0,12.0,5761.579,2779.737
14380,958.67,1497.17,15,2136.0,142.4,15,12,2,13,1.25,0.133,9,1,5,15,4.4,20,3.0,4,15,2,45,1,0.417,1,0.333,2,5,12.0,12.0,4825.0,1720.833
10560,406.15,766.37,26,230.0,8.85,26,10,0,26,2.6,0.0,3,2,2,7,1.5384615384615383,20,0.0,0,26,0,49,0,0.3,1,0.2,1,3,12.0,12.0,4211.0,1576.0
10770,239.33,565.89,45,350.0,7.78,45,24,0,45,1.88,0.0,3,2,3,8,0.8444444444444444,20,0.0,0,45,0,85,0,0.458,1,0.208,1,2,12.0,12.0,6412.5,1158.75
8560,295.17,595.44,29,210.0,7.24,29,27,0,29,1.07,0.0,22,3,9,34,2.103448275862069,20,0.0,0,29,0,66,0,0.296,1,0.222,3,10,12.0,12.0,4145.926,2874.815
13310,277.29,618.33,48,0.0,0.0,48,20,0,48,2.4,0.0,4,3,6,13,1.5,20,0.0,0,48,0,91,0,0.5,1,0.15,1,3,12.0,12.0,6328.0,2595.5
80,80.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,0,0,1,0.0,0,0.0,0,1,0,1,0,1.0,1,1.0,1,1,12.0,12.0,0.0,3270.0
55450,1109.0,1974.17,50,7476.0,149.52,50,45,7,43,1.11,0.14,25,8,14,47,3.6,20,6.428571428571429,18,50,7,145,3,0.533,1,0.356,3,11,12.0,12.0,6084.444,2176.667
299570,1655.08,4350.59,181,27130.0,151.56,181,160,27,154,1.13,0.149,91,30,47,168,2.1712707182320443,28,5.407407407407407,28,181,27,382,13,0.475,1,0.206,7,47,11.994,11.969,6668.188,2016.312
11000,11000.0,0.0,1,1068.0,1068.0,1,1,1,0,1.0,1.0,1,1,0,2,4.0,4,4.0,4,1,1,9,1,0.0,1,1.0,1,1,12.0,12.0,13000.0,780.0
26480,1260.95,3944.35,21,2206.0,105.05,21,21,2,19,1.0,0.095,11,2,4,17,0.4285714285714285,8,4.5,8,21,2,47,0,0.429,1,0.095,3,9,12.0,12.0,5857.619,1652.381
70190,320.5,829.29,219,450.0,2.05,219,73,0,219,3.0,0.0,4,4,2,10,1.3424657534246576,20,0.0,0,219,0,376,0,0.438,1,0.164,1,8,12.0,12.0,5286.849,1756.438
153530,309.54,855.62,496,1590.0,3.21,496,384,0,496,1.29,0.0,12,12,10,34,1.2358870967741935,20,0.0,0,496,0,696,0,0.427,1,0.19,8,18,12.0,11.966,5252.969,2335.729
19000,215.91,473.09,88,340.0,3.86,88,48,0,88,1.83,0.0,3,3,2,8,1.306818181818182,20,0.0,0,88,0,175,0,0.458,1,0.167,2,6,11.75,12.0,3116.042,981.667
6640,442.67,850.87,15,0.0,0.0,15,15,0,15,1.0,0.0,4,3,4,11,1.2,14,0.0,0,15,0,42,0,0.267,1,0.2,1,2,12.0,12.0,2474.667,1962.667
9420,224.29,546.31,42,0.0,0.0,42,38,0,42,1.11,0.0,23,10,13,46,0.8333333333333334,20,0.0,0,42,0,79,0,0.553,1,0.211,3,9,12.0,12.0,2920.0,1025.526
4450,741.67,824.78,6,0.0,0.0,6,5,0,6,1.2,0.0,3,2,2,7,3.6666666666666665,20,0.0,0,6,0,20,0,0.0,1,0.4,1,1,12.0,12.0,7532.0,5140.0
88440,1119.49,4256.51,79,7676.0,97.16,79,62,7,72,1.27,0.089,42,8,17,67,2.1012658227848102,20,4.714285714285714,11,79,7,176,4,0.387,1,0.194,1,19,12.0,11.984,3769.355,1864.516
120,40.0,40.0,3,0.0,0.0,3,3,0,3,1.0,0.0,3,0,2,5,0.0,0,0.0,0,3,0,6,0,0.0,1,0.0,2,2,12.0,12.0,1006.667,2676.667
1510,188.75,293.18,8,0.0,0.0,8,8,0,8,1.0,0.0,4,2,3,9,2.5,20,0.0,0,8,0,24,0,0.5,1,0.25,2,4,12.0,12.0,12390.0,1550.0
12200,158.44,390.08,77,100.0,1.3,77,32,0,77,2.41,0.0,1,1,1,3,0.974025974025974,20,0.0,0,77,0,159,1,0.406,1,0.094,1,3,11.625,12.0,4330.938,722.812
20,20.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,0,0,1,0.0,0,0.0,0,1,0,5,0,1.0,1,1.0,1,1,12.0,12.0,0.0,1320.0
142000,9466.67,6081.2,15,16020.0,1068.0,15,15,15,0,1.0,1.0,2,2,0,4,4.533333333333333,9,4.533333333333333,9,15,15,91,15,0.333,1,0.067,1,5,12.0,12.0,14339.333,1155.333
156720,278.37,591.35,563,1230.0,2.18,563,347,0,563,1.62,0.0,44,35,42,121,1.5879218472468917,20,0.0,0,563,0,776,0,0.392,1,0.184,2,29,11.896,11.836,3549.798,1786.225
1099710,7636.88,10348.36,144,101510.0,730.29,144,123,100,44,1.17,0.694,35,7,20,62,4.138888888888889,35,5.45,35,144,100,413,61,0.423,1,0.171,4,13,11.902,12.0,12129.106,1566.585
4410,157.5,154.38,28,10.0,0.36,28,26,0,28,1.08,0.0,10,4,5,19,0.6428571428571429,14,0.0,0,28,0,51,0,0.423,1,0.192,2,4,12.0,11.923,5009.231,2470.0
150,75.0,35.36,2,0.0,0.0,2,2,0,2,1.0,0.0,2,1,1,4,0.0,0,0.0,0,2,0,6,0,0.5,1,0.0,1,1,12.0,12.0,0.0,1525.0
1570,314.0,221.31,5,100.0,20.0,5,5,0,5,1.0,0.0,5,1,3,9,4.0,20,0.0,0,5,0,14,0,0.4,1,0.0,1,4,12.0,12.0,6200.0,1414.0
23760,495.0,958.88,48,60.0,1.25,48,45,0,48,1.07,0.0,2,2,3,7,1.5416666666666667,20,0.0,0,48,0,107,0,0.511,1,0.222,1,1,12.0,12.0,4604.667,2773.778
13060,165.32,246.85,79,80.0,1.01,79,32,0,79,2.47,0.0,1,1,0,2,1.5063291139240509,20,0.0,0,79,0,179,0,0.406,1,0.344,2,5,12.0,12.0,2376.25,1201.875
1200,171.43,202.68,7,0.0,0.0,7,6,0,7,1.17,0.0,5,2,2,9,0.0,0,0.0,0,7,0,19,0,0.5,1,0.167,1,3,12.0,12.0,833.333,1833.333
38660,966.5,1991.78,40,7656.0,191.4,40,29,7,33,1.38,0.175,15,6,7,28,1.925,20,3.7142857142857135,5,40,7,108,2,0.379,1,0.276,1,7,11.586,11.586,5371.379,1293.103
636680,2047.2,5106.98,311,68064.0,218.86,311,228,63,248,1.36,0.203,28,19,15,62,2.102893890675241,28,5.809523809523809,28,311,63,621,31,0.395,1,0.154,2,27,11.947,11.991,5665.395,1671.491
104190,6946.0,15665.03,15,4272.0,284.8,15,15,4,11,1.0,0.267,13,3,5,21,2.7333333333333334,19,6.25,13,15,4,58,5,0.467,1,0.067,2,6,12.0,12.0,13864.667,1340.0
2710,451.67,581.56,6,0.0,0.0,6,6,0,6,1.0,0.0,2,0,1,3,0.6666666666666666,3,0.0,0,6,0,16,0,0.333,1,0.333,1,2,12.0,12.0,700.0,1521.667
178930,2520.14,4991.3,71,18306.0,261.51,71,57,18,53,1.25,0.254,28,10,17,55,2.183098591549296,20,4.944444444444445,11,71,18,214,13,0.298,1,0.14,2,8,12.0,12.0,8080.351,1830.0
660,82.5,61.59,8,140.0,17.5,8,8,0,8,1.0,0.0,1,1,1,3,0.125,1,0.0,0,8,0,33,0,0.25,1,0.125,2,2,10.5,12.0,5163.75,990.0
5000,5000.0,0.0,1,1068.0,1068.0,1,1,1,0,1.0,1.0,1,0,0,1,3.0,3,3.0,3,1,1,9,0,0.0,1,0.0,1,1,12.0,0.0,5000.0,0.0
31900,309.71,523.69,103,230.0,2.23,103,44,0,103,2.34,0.0,2,1,2,5,1.6699029126213591,20,0.0,0,103,0,222,0,0.409,1,0.182,1,3,12.0,12.0,3138.182,2585.455
77330,1310.68,3677.38,59,8624.0,146.17,59,51,8,51,1.16,0.136,22,12,10,44,1.8135593220338984,20,3.625,5,59,8,164,5,0.451,1,0.255,2,16,12.0,12.0,6706.471,1702.941
424950,4884.48,5352.14,87,60876.0,707.86,87,79,58,29,1.1,0.667,26,3,13,42,5.264367816091954,35,6.913793103448276,35,87,58,303,32,0.38,1,0.253,4,20,12.0,12.0,7920.253,1798.861
2190,219.0,521.59,10,0.0,0.0,10,9,0,10,1.11,0.0,6,3,4,13,0.3,2,0.0,0,10,0,32,0,0.444,1,0.222,2,6,12.0,12.0,3848.889,1762.222
73050,4870.0,12984.82,15,5340.0,356.0,15,15,5,10,1.0,0.333,14,4,5,23,4.333333333333333,19,7.0,19,15,5,49,4,0.133,1,0.067,3,7,12.0,11.6,17616.0,2467.333
96000,32000.0,21931.71,3,3204.0,1068.0,3,3,3,0,1.0,1.0,2,1,0,3,7.0,13,7.0,13,3,3,27,4,0.333,1,0.667,1,1,12.0,12.0,34463.333,246.667
452600,4571.72,7623.74,99,47042.0,480.02,99,83,45,54,1.19,0.455,31,10,15,56,3.878787878787879,30,5.8,30,99,45,313,27,0.373,1,0.169,4,20,11.904,12.0,9730.723,2505.422
192580,2265.65,3465.23,85,26800.0,322.89,85,85,27,58,1.0,0.318,57,22,21,100,2.3411764705882354,20,4.0,14,85,27,263,18,0.388,1,0.224,14,25,11.859,12.0,9494.235,2312.706
24310,419.14,716.84,58,0.0,0.0,58,23,0,58,2.52,0.0,4,3,4,11,0.0689655172413793,3,0.0,0,58,0,121,0,0.348,1,0.217,1,5,11.478,12.0,2922.609,2157.391
115280,287.48,560.47,401,1490.0,3.72,401,373,0,401,1.08,0.0,2,1,1,4,1.139650872817955,20,0.0,0,401,0,596,0,0.432,1,0.174,6,15,11.877,11.818,4346.086,2091.877
101970,253.66,556.88,402,1640.0,4.08,402,328,0,402,1.23,0.0,1,1,0,2,1.4427860696517414,20,0.0,0,402,0,619,0,0.427,1,0.195,4,15,11.927,11.963,4609.787,1848.78
144400,815.82,2422.29,177,13086.0,74.35,177,166,13,164,1.07,0.073,70,32,37,139,1.4519774011299436,20,5.769230769230769,13,177,13,347,6,0.337,1,0.211,4,23,11.783,11.994,4571.807,2060.301
1350,225.0,396.77,6,0.0,0.0,6,5,0,6,1.2,0.0,5,1,3,9,0.0,0,0.0,0,6,0,13,0,0.6,1,0.2,2,2,12.0,12.0,0.0,1562.0
355790,3148.58,6804.61,113,42790.0,382.05,113,105,41,72,1.08,0.363,8,8,5,21,2.504424778761062,28,4.658536585365853,28,113,41,321,22,0.438,1,0.19,13,18,12.0,11.886,8896.0,2020.667
21380,454.89,855.4,47,320.0,6.81,47,41,0,47,1.15,0.0,21,10,8,39,3.5106382978723403,20,0.0,0,47,0,106,0,0.366,1,0.122,1,10,12.0,12.0,3736.829,1852.683
112430,383.72,1257.26,293,8046.0,27.55,293,247,8,285,1.19,0.027,134,35,80,249,1.3890784982935154,20,3.75,8,293,8,492,2,0.449,1,0.166,5,21,12.0,11.854,4286.68,1691.619
60790,1842.12,3796.87,33,7686.0,232.91,33,31,7,26,1.06,0.212,28,9,7,44,2.9696969696969697,20,4.285714285714286,11,33,7,96,3,0.419,1,0.258,5,12,12.0,12.0,5318.387,2981.935
143990,2571.25,4496.71,56,16030.0,291.45,56,48,16,40,1.17,0.286,37,17,14,68,3.7857142857142856,24,6.375,24,56,16,170,12,0.479,1,0.125,2,24,11.75,12.0,6481.875,1305.0
780,86.67,73.31,9,0.0,0.0,9,7,0,9,1.29,0.0,3,1,1,5,3.555555555555556,20,0.0,0,9,0,18,0,0.143,1,0.286,1,2,12.0,12.0,2285.714,1891.429
8310,639.23,1032.65,13,70.0,5.38,13,13,0,13,1.0,0.0,1,1,1,3,1.6153846153846154,20,0.0,0,13,0,30,0,0.462,1,0.231,1,1,12.0,12.0,5250.769,3350.769
1890,145.38,147.23,13,0.0,0.0,13,13,0,13,1.0,0.0,2,1,1,4,1.7692307692307692,9,0.0,0,13,0,39,0,0.385,1,0.308,1,1,12.0,12.0,8610.769,2340.769
50810,2419.52,4613.85,21,4312.0,205.33,21,20,4,17,1.05,0.19,15,7,11,33,2.619047619047619,20,7.0,10,21,4,66,4,0.3,1,0.15,3,6,12.0,12.0,7415.0,1562.0
383140,290.92,661.04,1317,4690.0,3.56,1317,790,0,1317,1.67,0.0,249,111,170,530,1.569476082004556,20,0.0,0,1317,0,1399,0,0.414,1,0.163,20,87,11.985,11.938,2802.152,1796.101
280490,2749.9,7332.02,102,24844.0,245.98,102,97,24,78,1.05,0.235,49,21,24,94,1.9411764705882355,35,6.041666666666667,35,102,24,277,19,0.412,1,0.227,3,15,12.0,11.938,8924.639,2381.134
9920,220.44,325.48,45,0.0,0.0,45,37,0,45,1.22,0.0,27,8,16,51,0.5333333333333333,20,0.0,0,45,0,109,0,0.351,1,0.162,3,12,12.0,12.0,4653.784,1872.703
76330,374.17,1145.98,204,350.0,1.72,204,122,0,204,1.67,0.0,2,2,2,6,1.4509803921568627,20,0.0,0,204,0,324,0,0.352,1,0.172,1,1,11.902,11.902,3585.492,1668.361
62080,985.4,2229.68,63,8624.0,136.89,63,62,8,55,1.02,0.127,35,14,16,65,1.0634920634920637,17,4.125,9,63,8,159,2,0.435,1,0.242,3,15,12.0,11.629,4265.968,1897.742
4000,2000.0,1414.21,2,2136.0,1068.0,2,2,2,0,1.0,1.0,2,0,0,2,4.5,8,4.5,8,2,2,15,0,1.0,1,0.0,1,2,12.0,12.0,27800.0,1360.0
1180,147.5,232.18,8,0.0,0.0,8,8,0,8,1.0,0.0,6,1,2,9,2.25,18,0.0,0,8,0,10,0,0.25,1,0.125,1,2,12.0,12.0,1250.0,2176.25
193410,1611.75,3704.22,120,27170.0,226.42,120,116,25,95,1.03,0.208,79,20,38,137,2.033333333333333,20,4.92,12,120,25,312,14,0.491,1,0.19,2,27,11.897,11.897,7871.034,1869.655
151480,1415.7,5726.75,107,9812.0,91.7,107,105,9,98,1.02,0.084,73,17,33,123,2.074766355140187,20,4.888888888888889,9,107,9,253,6,0.438,1,0.238,5,16,12.0,12.0,4960.286,2797.143
470,58.75,28.5,8,100.0,12.5,8,8,0,8,1.0,0.0,5,1,4,10,2.5,20,0.0,0,8,0,16,0,0.625,1,0.0,2,5,12.0,12.0,755.0,1343.75
124000,15500.0,20674.35,8,8544.0,1068.0,8,7,8,0,1.14,1.0,2,4,2,8,6.375,10,6.375,10,8,8,56,6,0.143,1,0.286,2,4,12.0,12.0,22757.143,5077.143
20,20.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,0,0,1,14.0,14,0.0,0,1,0,2,0,0.0,1,0.0,1,1,12.0,12.0,0.0,20.0
100,50.0,0.0,2,0.0,0.0,2,1,0,2,2.0,0.0,1,0,0,1,0.0,0,0.0,0,2,0,7,0,0.0,1,0.0,1,1,12.0,12.0,0.0,1270.0
2831940,5987.19,10588.39,473,297474.0,634.27,473,445,282,191,1.06,0.596,109,33,52,194,4.031712473572939,35,5.804964539007092,35,473,282,922,111,0.44,1,0.211,23,72,11.919,11.924,10620.742,1804.449
